BICR31_UPPER_AERODIGESTIVE_TRACT,CAOV3_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SKMEL2_SKIN,SKMEL3_SKIN
2,2,12,20,37
1,1,2,4,16
7,1,5,27,49
8,3,10,20,58
13,7,13,35,86
17,9,16,63,105
7,12,16,37,76
1,4,0,19,9
1,0,0,0,9
1,0,0,0,10
19,0,1,1,78
29,0,1,0,118
24,0,0,0,106
0,0,0,0,1
0,2,0,1,1
0,0,0,6,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,5,6
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,27,13
0,0,0,9,0
0,0,0,0,0
0,0,0,14,0
0,0,0,0,0
42,0,0,0,117
0,0,0,7,0
0,0,0,7,0
0,0,0,2,0
0,0,0,0,1
31,0,0,113,69
22,0,0,0,1
0,1,0,0,0
20,54,0,0,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3,0,0,0
0,0,0,0,0
11,12,0,8,1
5,0,6,11,0
39,13,6,0,5
6,7,1,0,2
7,2,0,0,0
0,0,0,0,0
2,0,0,0,6
4,8,0,0,11
3,0,0,0,0
4,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
0,0,0,0,0
4,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
1,1,0,0,0
156,1,129,0,23
0,0,0,0,0
0,2,0,0,0
179,167,307,0,22
1,0,6,0,0
212,190,297,0,14
0,0,0,0,0
3,215,157,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,1
0,0,0,0,24
671,306,536,1,89
481,231,323,0,45
297,223,243,0,39
1,0,0,0,19
108,181,49,0,24
336,292,299,0,40
140,1,143,0,14
143,247,65,0,33
194,240,102,0,19
0,0,0,0,0
4,7,15,0,0
3,14,17,1,0
17,5,4,21,0
4,1,0,29,5
0,0,0,0,0
66,52,133,72,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,1,0,3
14,33,23,21,0
3,0,0,10,0
4,0,0,0,0
0,0,1,0,0
36,8,17,2,19
22,6,14,0,14
0,0,0,0,0
16,5,13,1,4
13,4,11,0,3
18,6,10,2,5
15,1,3,1,1
14,4,6,2,6
16,4,8,1,4
15,5,4,0,3
2,0,2,1,1
0,2,0,0,0
5,3,1,0,1
3,2,0,0,0
12,2,26,2,4
221,106,464,85,428
108,134,3,5,1
210,412,863,78,749
262,143,582,49,450
0,0,0,0,0
0,0,0,1,3
0,0,0,0,0
1,0,0,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,34,13,1,0
1,136,52,0,0
0,0,0,5,10
0,0,0,2,4
0,0,0,5,10
0,0,0,3,4
0,0,12,6,2
0,0,0,2,1
0,1,1,2,0
0,1,0,1,0
0,0,0,12,3
0,0,0,15,4
13,1,3,14,6
2,0,0,150,144
0,0,0,45,65
12,12,21,57,52
5,10,11,5,20
5,9,11,9,22
1,1,0,2,3
0,1,0,3,5
0,0,0,4,5
1,0,0,0,4
1,2,0,5,1
0,0,0,1,7
3,2,7,13,7
3,2,11,3,22
2,4,0,3,17
0,2,4,5,7
221,196,1,160,273
5,9,5,10,41
6,7,8,24,42
9,1,9,16,44
9,1,5,7,27
38,62,71,114,240
42,68,67,125,262
40,62,68,118,260
38,59,1,53,117
36,36,54,89,159
33,31,53,72,139
0,3,0,5,11
4,0,2,10,15
10,3,10,6,22
2,2,4,34,16
4,2,5,6,5
0,1,1,4,4
3,5,3,32,21
0,3,2,20,14
0,4,0,24,16
2,8,0,12,10
0,5,4,18,29
3,8,0,7,17
2,5,3,12,27
5,7,3,17,48
0,7,3,6,15
0,4,6,3,6
0,2,1,2,6
1249,1463,764,1302,1630
1,11,2,16,10
1,6,7,9,3
1317,1167,1255,719,1063
4,0,0,0,1
1,0,2,1,2
0,0,1,0,2
7,12,4,18,17
4,10,8,57,40
5,8,10,38,27
2,7,5,13,26
2,8,8,27,37
11,11,10,33,16
2,2,6,12,16
0,0,1,4,7
2,1,4,15,25
43,42,41,78,150
7,7,11,35,61
930,981,870,1216,2195
0,0,1,6,2
1,6,0,1,3
0,0,0,0,2
2,2,1,2455,2753
0,0,0,7,8
0,0,0,5,1
6,4,8,4676,3945
1,1,3,2415,1582
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,1,10,6
0,2,0,0,0
0,0,0,0,0
0,2,0,0,2
0,3,7,17,38
0,0,0,0,0
0,0,0,5,5
0,0,0,0,0
0,2,22,35,48
0,10,18,37,41
0,10,0,0,10
0,12,0,0,16
0,12,0,0,10
0,9,24,41,63
0,0,0,0,2
0,0,0,0,0
2,0,2,0,0
1,0,2,6,4
0,0,1,0,3
0,0,2,0,5
10,0,18,0,1
28,24,49,64,81
20,23,86,71,97
0,0,2,3,3
24,19,108,115,96
0,0,17,0,0
0,0,5,0,9
0,0,0,0,0
0,0,2,0,0
1,2,8,15,38
0,0,9,0,0
14,13,34,45,78
12,0,21,0,19
0,0,18,0,0
0,0,6,0,4
5,5,11,23,33
1,5,17,24,36
0,0,1,0,0
25,0,54,130,53
0,0,0,0,0
4,2,0,0,8
0,0,0,6,0
0,0,0,0,2
0,0,2,5,3
0,1,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,3,0
0,0,0,0,0
12,23,0,0,101
0,0,0,0,0
10,16,0,0,22
0,0,0,0,0
0,0,0,0,0
7,14,0,1,44
0,0,0,0,0
0,0,0,0,0
7,22,0,0,18
6,13,0,0,23
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,3,8,1
0,0,0,0,0
0,0,0,0,0
1,0,3,15,2
0,0,0,0,0
0,0,0,0,0
1,0,1,5,3
0,0,0,0,1
0,0,8,6,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9,5,0,0,0
4,5,0,0,0
2,3,0,0,0
1,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,4,0,0,0
0,0,0,0,0
12,4,0,0,1
0,0,0,0,0
6,4,44,8,18
0,0,0,0,0
14,7,51,21,25
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
12,4,34,17,17
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
23,4,0,0,0
41,2,32,16,11
29,2,34,15,25
0,0,0,0,0
0,0,0,0,1
20,5,0,0,0
0,0,0,0,0
0,0,0,0,0
19,4,1,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
3,0,8,0,3
0,0,0,0,0
3,0,8,3,4
3,0,8,5,3
0,0,0,0,0
0,0,2,4,2
10,4,10,35,8
1,8,0,4,5
1,2,3,15,2
0,0,0,0,0
3,1,4,19,8
3,0,1,12,4
0,0,0,0,0
12,2,0,0,0
10,2,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,4,2
0,0,0,0,0
1,0,1,1,1
0,0,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,1,2,15,30
1,2,0,0,0
2,1,4,23,19
6,6,8,19,20
1,4,4,18,30
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
3,3,2,18,11
0,0,0,0,0
3,0,3,0,14
0,0,1,10,10
0,0,0,1,0
0,0,0,0,0
0,0,0,0,2
0,0,0,9,18
0,0,0,0,0
0,0,1,9,8
1,0,0,0,4
4,2,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26,22,56,125,60
14,16,43,96,51
17,29,51,103,54
6,18,41,95,40
19,25,42,113,49
7,23,5,0,16
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
2,1,4,0,1
0,0,1,11,2
1,0,0,0,0
0,0,0,1,0
2,0,2,12,8
0,0,0,0,0
1,0,0,16,1
12,7,22,25,28
10,9,20,31,35
0,0,0,0,0
0,0,0,3,2
0,0,1,0,0
0,0,5,0,0
0,0,0,0,0
4,4,12,124,33
0,3,20,22,23
2,3,3,7,10
0,0,4,0,0
0,12,15,32,27
0,0,3,0,0
1,24,24,36,60
5,12,17,50,37
46,68,83,216,145
0,0,9,0,0
0,0,0,4,3
0,0,0,0,0
0,0,1,0,0
0,0,3,0,0
2,0,0,12,1
0,0,0,0,1
69,123,144,251,164
59,105,95,244,186
59,84,75,245,150
55,84,72,195,145
149,464,362,476,729
0,3,9,8,1
0,0,7,8,2
0,1,1,4,2
1,1,1,8,8
0,1,12,18,7
0,4,6,11,24
2,7,3,29,12
1,7,17,40,31
2,4,13,21,19
0,7,2,5,5
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
2,0,0,0,0
7,0,0,0,0
0,0,0,0,0
2,0,0,0,0
0,0,2,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,1
2,0,0,0,0
0,0,0,0,0
83,1,80,0,2
86,1,0,0,2
148,75,164,279,207
83,0,2,1,1
101,70,121,292,184
45,0,40,0,1
27,0,0,1,0
72,25,86,93,79
88,29,85,98,100
80,29,84,96,97
73,37,78,102,113
66,40,78,186,114
65,39,70,180,114
69,44,78,200,120
62,43,86,179,129
2,0,2,0,0
4,3,9,8,10
0,0,1,1,0
3,5,3,10,3
13,3,10,68,24
10,5,9,42,18
5,8,9,30,8
4,5,7,21,8
3,3,8,37,8
8,3,11,55,12
10,5,8,63,12
10,9,14,89,19
13,1,0,0,1
9,2,10,9,10
4,7,6,11,8
9,8,7,27,17
10,10,8,32,18
0,0,4,0,0
1,0,2,0,0
0,0,1,5,0
7,4,10,18,7
6,3,9,32,5
1,0,2,0,0
0,0,0,0,0
0,0,3,0,0
0,0,2,12,1
2,3,0,145,28
2,5,24,144,29
0,0,5,0,0
44,48,152,772,190
5,0,0,13,16
3,5,3,4,16
3,0,0,4,17
8,6,3,13,17
8,7,3,13,18
11,4,6,19,29
1,2,0,12,16
1,4,0,20,3
2,0,0,15,9
1,0,0,20,8
1,0,0,11,4
2,0,0,28,12
1,0,0,1,5
2,1,0,11,6
2,4,0,17,12
5,2,0,17,11
6,2,0,15,19
3,5,1,8,12
9,16,4,14,4
3,14,1,16,5
10,7,3,20,23
0,2,0,5,1
0,0,0,4,3
1,1,0,4,3
1,2,0,7,3
0,0,0,10,2
0,2,0,9,5
3,5,1,2,11
13,18,5,31,59
0,0,0,0,0
4,2,4,8,6
8,2,12,14,5
2,0,4,11,7
3,2,2,8,4
0,3,7,8,11
5,2,28,10,6
1,1,2,4,2
6,3,7,15,3
4,6,10,21,15
5,9,14,14,13
0,0,0,0,0
2,4,2,6,3
4,0,0,1,1
2,4,6,15,16
7,3,11,10,19
0,6,5,34,8
1,1,7,14,9
4,2,5,9,8
2,3,5,18,9
0,5,9,45,16
0,0,1,2,0
1,0,6,12,9
2,0,8,10,11
3,0,1,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
1,0,1,0,0
2,2,2,7,3
1,0,0,4,2
0,2,0,1,1
23,1,34,0,0
21,0,26,0,0
42,0,49,1,0
32,0,51,0,1
57,89,103,344,215
39,0,66,0,1
4,0,0,0,0
3,0,1,0,0
0,0,4,0,0
0,0,0,0,0
2,0,9,0,1
7,0,12,0,0
5,0,11,0,0
6,0,28,0,0
9,10,27,47,69
1,0,0,0,0
7,0,3,0,0
4,0,0,0,0
5,0,0,0,1
2,0,1,0,0
8,0,0,0,0
5,0,2,0,0
3,0,1,0,0
2,0,0,0,0
4,0,5,0,2
0,2,2,28,11
0,0,1,0,0
0,0,0,0,0
2,0,3,0,1
0,0,4,0,0
2,0,0,1,0
2,0,2,4,0
3,0,0,0,0
0,0,0,0,0
2,0,8,0,0
0,0,1,0,0
0,0,0,0,0
1,0,0,0,0
5,10,5,15,13
1,0,0,0,0
0,0,1,0,0
6,2,1,40,3
1,0,1,17,4
3,3,8,41,15
0,0,2,0,0
1,0,5,1,0
2,0,1,0,0
0,0,0,0,0
1,0,2,0,0
0,0,2,0,0
0,0,0,10,1
0,1,2,26,11
0,4,0,3,8
1,0,0,1,1
2,0,0,1,1
0,2,0,0,2
3,5,4,7,10
1,1,1,3,3
0,0,2,4,4
0,1,0,0,1
2,13,5,15,42
5,3,3,4,13
1,2,4,4,9
1,2,0,19,2
67,31,38,205,115
70,32,36,205,111
68,33,37,198,114
76,35,41,204,118
36,42,21,308,121
0,0,1,7,1
2,2,4,3,2
0,5,3,16,7
36,55,71,149,106
14,21,25,44,50
10,4,1,18,42
0,0,0,1,0
0,0,0,10,4
29,11,59,41,104
0,0,1,3,7
0,0,0,0,0
0,0,1,0,0
115,98,58,238,212
0,7,0,0,24
0,3,0,0,0
58,52,51,25,66
0,0,0,0,0
69,114,64,113,76
84,94,52,75,84
91,86,55,93,81
74,72,54,78,95
29,35,28,39,32
11,1,10,36,16
6,0,4,52,20
14,32,10,92,17
42,62,17,142,39
46,115,64,243,0
0,0,1,5,6
0,0,0,13,0
3,5,7,18,0
72,96,83,250,0
9,27,8,32,0
7,21,13,42,1
0,4,0,3,2
1,5,6,9,3
0,1,2,2,8
0,0,0,0,4
4,29,13,6,13
5,4,17,11,9
6,2,17,11,9
234,125,367,321,470
163,1,97,1,3
12,0,9,8,0
19,0,11,56,0
0,1,0,2,1
112,132,184,473,408
51,109,112,164,269
0,0,0,0,0
178,0,94,244,2
153,116,225,364,510
35,0,6,63,0
16,66,29,92,204
32,30,78,195,151
25,21,11,95,13
1,1,3,3,0
1,1,5,1,1
0,7,8,7,3
2,8,9,10,4
1,2,1,0,0
5,11,3,14,2
9,10,5,30,4
7,7,12,37,35
20,32,41,430,126
7,14,17,182,40
8,9,13,208,42
12,20,18,103,68
12,24,22,108,87
7,32,28,130,73
2,4,2,23,22
14,16,43,77,62
96,142,185,236,368
1,0,21,1,0
29,67,75,242,148
1,0,2,0,0
9,2,5,2,12
1,5,2,5,13
62,119,73,99,356
0,0,0,0,0
0,0,0,29,1
161,114,1,721,527
3,5,7,6,8
197,124,160,61,372
2,0,2,5,8
0,0,3,7,6
0,0,0,0,0
0,3,0,18,1
8,1,5,18,12
13,4,9,26,13
5,1,7,10,9
0,59,57,80,236
49,19,57,51,90
1,92,137,175,377
0,0,0,0,0
1,0,2,10,2
1,0,0,7,1
0,0,0,0,0
4,0,2,14,3
3,4,1,21,10
0,0,0,42,0
0,4,0,39,15
15,2,8,32,15
0,0,0,0,0
40,10,114,47,33
0,0,0,25,3
0,0,0,0,0
0,2,0,1,0
1,1,6,7,7
0,17,1,221,30
1,0,3,14,7
0,0,0,0,0
0,214,35,172,3
0,0,0,0,0
4,0,3,0,84
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,12,1
0,3,0,2,0
0,5,0,5,0
0,1,0,4,1
0,1,0,11,0
1,2,0,12,0
0,304,4,243,7
0,289,0,174,13
11,351,1,210,16
6,516,3,326,18
0,0,0,12,0
0,3,0,38,1
4,2,1,17,3
2,3,0,19,0
2,4,0,16,0
2,2,0,9,0
0,2,0,37,0
1,3,0,16,2
0,8,0,104,2
0,12,0,132,3
1,1,2,19,2
2,1,2,14,0
0,1,0,17,0
0,2,0,30,0
0,2,0,28,0
0,6,1,39,0
0,7,2,38,0
0,0,0,20,0
0,7,0,52,0
0,0,0,15,0
0,0,0,10,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,3,5,13,10
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
57,92,158,441,320
54,82,161,385,303
81,111,205,526,397
84,136,229,614,415
65,130,208,715,515
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
45,0,87,0,0
1,1,1,0,0
0,17,2,1,8
20,47,0,14,9
0,0,0,0,1
3,6,5,4,6
136,127,193,98,113
126,60,228,68,130
92,88,122,68,72
1,1,4,5,3
0,0,0,0,4
0,0,0,0,2
0,0,0,0,2
0,0,0,0,5
0,0,0,2,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
214,377,281,358,466
162,299,239,186,416
167,173,257,152,690
184,333,251,22,399
0,0,0,1,1
0,1,0,9,7
2,1,11,8,11
6,0,6,6,11
9,18,18,52,28
23,43,56,242,113
8,15,21,32,40
4,10,13,27,26
4,4,4,130,19
6,15,24,182,41
36,54,81,171,154
41,74,88,179,177
2,3,1,4,5
2,15,15,28,43
0,0,0,1,0
2,3,16,5,19
8,8,28,2,46
8,5,23,8,56
0,3,6,1,3
2,11,15,2,18
4,12,14,132,56
5,12,10,110,46
5,17,23,79,40
9,8,16,126,45
19,23,18,79,52
17,30,22,124,83
6,9,11,43,41
4,15,19,77,47
10,6,23,48,32
2,4,14,16,17
0,2,7,15,13
2,7,21,46,33
57,54,120,0,142
4,11,5,33,17
7,15,5,58,44
25,41,41,96,88
21,50,55,128,132
88,139,124,185,252
63,90,105,160,173
74,194,204,14,382
77,136,108,329,90
0,0,0,0,0
0,0,0,0,0
1,0,93,6,50
0,0,0,0,0
112,126,78,397,433
40,42,61,196,178
4,38,40,141,114
4,42,37,135,114
9,8,5,72,27
4,4,4,41,17
8,27,29,33,75
5,2,4,44,35
4,7,3,32,40
36,55,30,165,234
19,60,46,218,216
3,18,15,81,79
21,52,51,151,204
5,19,23,34,74
5,23,18,27,84
0,0,0,5,1
0,1,5,4,1
3,21,4,74,76
1,5,3,93,12
50,121,20,260,368
60,97,33,163,321
152,94,196,216,375
0,0,0,20,6
1,0,1,20,16
1,0,4,151,82
0,0,0,1,0
0,0,0,0,8
1,2,1,1,1
50,44,81,158,112
21,16,49,47,37
2,1,5,34,12
1,1,5,22,7
1,6,6,30,22
2,3,4,18,11
2,6,5,8,12
0,2,1,6,5
0,0,0,4,3
0,0,0,0,0
0,0,0,4,0
2,6,9,16,21
0,0,0,1,2
0,0,0,1,3
0,1,1,6,4
3,0,1,0,0
105,256,0,130,344
195,485,172,352,614
0,1,0,1,0
231,122,165,191,387
213,279,63,120,107
66,44,47,80,111
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,2,0,0,0
0,0,0,0,0
0,1,0,0,0
0,3,0,0,0
1,127,0,0,0
0,1,0,0,0
0,172,1,0,0
0,0,0,0,0
0,2,0,0,0
0,0,0,0,0
0,37,0,0,0
32,32,27,332,37
0,0,0,3,5
1590,787,1744,4331,3948
6,0,3,12,17
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,2,5,3
4,2,10,8,15
72,30,47,85,227
15,10,29,106,72
38,16,29,80,106
3,2,0,4,1
583,853,1157,1216,2122
731,388,1856,1649,2181
0,0,1,2,4
0,2,1,5,4
0,1,2,7,5
0,0,0,1,4
0,0,2,0,5
0,0,0,1,3
3,3,3,7,3
0,1,7,4,3
3,1,7,9,4
1,2,7,5,3
0,1,2,0,3
0,1,4,7,2
0,2,2,19,9
3,107,4,4,7
0,0,0,0,0
0,0,0,9,7
0,0,0,0,0
0,1,0,0,0
0,2,0,0,0
86,32,226,130,235
23,24,0,0,0
1,0,0,0,0
55,25,3,24,0
0,0,0,0,0
0,0,0,0,1
181,48,49,87,52
1,2,0,1,1
79,18,41,53,69
170,39,41,72,66
118,40,0,32,1
54,19,0,0,0
140,42,42,61,64
120,39,47,66,55
1,0,0,0,0
56,27,35,76,70
90,41,10,11,28
8,2,8,7,7
3,1,2,8,9
1,2,120,61,141
95,25,122,97,145
2,0,124,81,151
91,28,57,162,62
46,7,26,70,36
0,0,0,0,0
61,64,0,0,0
0,0,0,0,0
3,3,3,16,12
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,2,0,0,0
6,1,0,0,0
0,1,0,2,0
1,1,0,0,0
1,3,0,0,0
3,2,0,0,0
0,2,0,0,0
1,1,0,0,0
0,1,0,1,0
42,12,0,1,0
3,2,0,0,0
2,0,0,0,0
7,0,0,0,0
47,10,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,2,1,5,3
0,0,0,1,0
1,1,0,0,0
0,1,2,5,12
4,1,0,0,0
1,6,0,0,0
5,1,0,0,0
10,6,0,0,0
12,6,24,48,47
25,4,1,3,1
11,3,0,0,21
1,1,0,1,0
0,1,0,1,0
0,0,0,0,0
3,0,0,0,0
1,3,0,0,0
0,1,0,0,0
3,5,0,0,0
3,1,8,18,26
3,0,0,1,0
67,35,245,229,257
61,37,5,2,3
57,37,2,37,1
0,1,0,0,0
0,0,0,1,0
0,0,0,0,0
20,2,6,56,3
3,0,0,19,0
0,0,0,17,0
20,3,6,32,34
0,0,0,9,0
22,5,27,15,34
90,24,12,37,16
77,23,11,24,5
27,9,13,26,26
3,1,0,12,0
3,1,0,12,0
0,0,0,1,0
1,6,0,2,0
0,0,0,0,0
2,3,0,8,0
1,1,3,0,1
1,0,2,4,9
0,1,5,15,2
2,1,1,1,3
4,2,4,4,4
1,0,0,2,2
1,1,0,0,3
0,1,0,0,4
3,1,0,0,2
2,1,0,0,2
1,1,2,0,3
0,0,0,0,0
2,0,0,3,10
0,1,2,0,2
0,1,0,2,0
0,2,0,28,0
0,1,1,24,7
6,2,4,25,8
0,0,0,5,9
36,1,0,29,3
67,18,2,67,0
0,0,0,0,0
0,0,0,0,0
0,0,1,2,3
2,1,0,15,2
5,1,1,46,6
5,3,1,50,9
0,0,0,0,0
0,0,0,0,0
0,0,1,7,0
0,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,2,191,0,0
136,157,172,827,146
0,0,0,0,0
0,0,2,0,0
0,0,1,0,0
0,0,3,0,0
0,45,77,28,27
0,20,88,1,0
0,0,3,0,0
0,2,3,0,0
8,5,10,0,25
0,4,1,13,13
7,3,6,5,10
7,3,6,5,9
50,45,119,84,274
0,67,203,0,1
0,1,3,0,5
3,3,0,4,1
0,0,0,0,0
2,1,0,28,22
9,1,5,44,0
1,0,0,30,0
4,1,0,27,0
0,0,0,9,0
43,6,0,214,0
12,3,0,103,0
11,3,0,101,0
6,5,0,79,0
8,5,0,102,0
18,2,0,82,0
8,4,0,125,0
4,7,0,116,0
6,0,3,32,7
9,24,29,20,0
26,1,22,38,71
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,1,0
1,0,1,0,0
0,0,1,0,0
0,0,1,0,0
1,2,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,2,0,0,0
0,3,0,0,0
4,0,17,12,17
0,1,10,7,1
121,38,376,159,107
161,42,488,264,40
0,1,0,0,3
0,2,0,0,8
0,0,0,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,1,29
1,5,0,1,20
2,5,0,0,59
0,1,0,0,14
0,0,0,0,0
0,0,0,0,0
85,0,0,2,0
22,0,0,0,0
0,0,0,0,0
13,0,0,1,0
16,0,0,6,12
81,0,0,24,23
6,0,0,1,0
0,0,0,3,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,38,3,2
13,1,0,7,24
0,0,7,19,0
0,0,0,0,0
2,9,22,9,60
0,0,2,5,9
0,1,49,92,0
2,2,3,0,7
0,0,0,0,7
0,0,1,1,0
3,4,6,17,21
2,11,11,47,25
0,0,0,0,0
3,12,16,37,34
3,11,18,46,36
2,9,12,21,13
3,18,24,67,63
0,3,8,11,2
0,8,6,21,14
0,3,4,5,19
0,0,1,9,0
0,0,1,19,0
0,0,0,6,0
0,0,0,0,0
0,0,0,7,0
3,2,0,0,13
2,0,1,1,0
0,0,0,0,0
6,3,0,0,27
0,0,0,0,0
1,5,0,0,7
0,0,0,0,0
3,2,0,0,7
0,0,0,0,0
0,0,0,0,0
0,0,3,6,0
0,0,0,30,0
1,0,0,0,2
41,51,25,178,101
63,759,0,0,1
66,2,0,0,0
0,2,6,17,19
0,2,7,34,17
1,1,0,0,0
6,2,0,0,0
8,6,0,0,0
0,0,0,0,0
10,23,0,0,0
16,27,0,0,0
0,0,0,0,0
6,25,0,0,0
2,0,0,0,0
1,0,0,0,0
10,1,0,0,0
5,0,0,0,0
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,1,0,1,0
3,0,0,0,1
5,3,2,0,0
2,0,0,0,0
104,98,85,546,264
8,2,0,0,0
2,1,0,0,0
134,61,0,0,0
74,37,0,0,1
2,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
4,1,0,0,0
0,2,1,19,11
0,2,1,18,9
6,3,2,27,19
0,2,1,0,5
0,24,29,138,119
1,1,1,1,1
3,1,2,6,1
5,1,1,12,2
10,0,1,9,6
10,2,3,24,11
15,11,1,37,21
9,5,1,32,13
0,2,5,31,15
14,9,7,37,19
1,4,2,102,38
3,5,1,57,38
0,1,6,31,18
98,101,13,0,230
57,57,21,0,283
0,0,0,0,0
43,53,14,430,112
7,12,0,0,0
0,18,0,0,0
9,1,0,0,0
0,18,0,0,0
0,6,0,0,1
1,3,0,0,1
23,22,0,0,10
21,20,0,0,0
62,58,6,0,8
7,0,14,6,0
61,69,55,90,118
4,4,0,24,5
0,0,0,0,0
0,45,1,125,22
0,77,1,207,38
0,0,0,13,1
1,45,0,54,86
35,1,22,100,0
11,0,8,0,0
13,0,8,61,0
28,0,23,169,0
27,0,20,193,0
34,0,24,215,1
0,0,0,0,0
43,0,25,221,0
0,0,6,37,0
2,1,2,28,19
2,0,2,28,12
2,0,3,31,0
1,8,1,36,11
2,1,4,15,3
3,0,0,26,6
1,1,0,17,1
1,3,1,21,5
0,0,0,9,0
54,0,17,291,1
0,0,0,0,0
1,0,0,5,0
3,0,0,7,0
3,0,0,0,0
5,0,3,6,0
3,0,3,0,0
7,24,4,16,18
160,309,130,82,626
187,2,152,202,7
48,1,43,127,1
164,1,190,290,3
121,1,120,336,2
222,0,195,328,4
0,0,1,3,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
69,58,37,165,189
0,5,4,4,13
0,0,0,0,0
2,0,0,0,0
182,130,106,90,418
30,7,10,0,0
18,8,3,15,0
27,10,27,22,56
2,1,0,0,0
2,1,3,11,12
1,3,0,13,10
0,9,2,30,11
112,157,133,74,260
0,82,63,430,338
0,67,62,97,216
2,2,1,0,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,3,2,6,2
3,12,3,23,21
0,0,0,1,0
0,0,0,22,0
0,0,0,2,0
0,0,0,3,0
40,75,1102,184,123
6,21,747,15,60
1,7,239,14,18
2,3,158,25,16
0,5,727,3,15
0,2,1320,6,14
1,3,1175,3,15
0,14,41,0,40
83,11,3006,329,81
97,16,3270,432,90
99,19,3474,123,91
89,16,3217,610,88
67,8,2577,445,73
65,6,2204,293,68
51,18,2278,127,62
43,14,1803,105,48
36,9,1407,63,45
52,6,2362,270,62
60,30,20,52,64
21,6,34,30,74
29,11,88,67,155
0,0,2,0,0
0,0,3,9,0
0,0,0,1,0
1,3,0,1,0
0,0,0,2,4
51,42,42,48,179
0,1,1,3,5
3,4,6,1,6
2,3,2,4,2
15,0,0,5,0
3,0,0,0,0
11,0,0,0,0
56,51,0,33,0
0,0,0,0,0
0,0,0,0,0
